scopeName,scopeId,ERP_Cod,Type,Lat,Lon,codId
Santo Antonio da Posse,81,ERPSAP5101,ERP,-22.60212,-47.007044
Sao Bernardo do Campo,83,ERPRIACHOGRANDE,ERP,-23.813,-46.5062
Sao Bernardo do Campo,83,ERPLM10501,ERP,-23.759482,-46.581172
Sao Bernardo do Campo,83,ERP131A,ERP,-23.741025,-46.556616
Sao Caetano do Sul,84,ERP000019,ERP,-23.656345,-46.562737
Sao Joao da Boa Vista,85,ERPSJBV55501,ERP,-21.995492,-46.809265
Sao Joao da Boa Vista,85,ERPSJBV5101,ERP,-21.995492,-46.809265
Sao Jose dos Campos,86,ERPSJ2106,ERP,-23.213907,-45.8924125
Sao Jose dos Campos,86,ERPSJ25503,ERP,-23.2481324,-45.9181019
Sao Jose dos Campos,86,ERPSJ25505,ERP,-23.17946703,-45.87590173
Sao Jose dos Campos,86,ERPSJ2101,ERP,-23.2183724,-45.9029979
Sao Jose dos Campos,86,ERPSJ2105,ERP,-23.203275,-45.884807
Sao Jose dos Campos,86,ERPSJ21501,ERP,-23.2013642,-45.8842473
Sao Paulo Leste 1,87,ERP185,ERP,-23.593183,-46.444065
Sao Paulo Leste 1,87,ERP000183,ERP,-23.5563,-46.44524
Sao Paulo Leste 1,87,ERP148,ERP,-23.4978296137014,-46.4431328311465
Sao Paulo Leste 1,87,ERP184,ERP,-23.564184,-46.434685
Sao Paulo Leste 2,88,ERP073,ERP,-23.5908527,-46.495267
Sao Paulo Leste 2,88,ERPS047,ERP,-23.5452,-46.5531
Sao Paulo Leste 2,88,ERP078,ERP,-23.60373,-46.50364
Sao Paulo Leste 2,88,ERP141,ERP,-23.50163,-46.55534
Sao Paulo Leste 3,89,ERP000025B,ERP,-23.559608,-46.610697
Sao Paulo Leste 3,89,ERD149,ERP,-23.5791344819665,-46.5922217109171
Sao Paulo Leste 3,89,ERP005,ERP,-23.58555,-46.60566
Sao Paulo Leste 3,89,ERP028,ERP,-23.55731,-46.60563
Sao Paulo Leste 3,89,ERP034,ERP,-23.62361,-46.59508
Sao Paulo Leste 3,89,ERP030,ERP,-23.579969,-46.605764
Sao Paulo Leste 3,89,ERP032,ERP,-23.612731,-46.580079
Sao Paulo Norte 1,90,ERP068,ERP,-23.52045,-46.62899
Sao Paulo Norte 1,90,ERP002B,ERP,-23.52095,-46.60992
Sao Paulo Norte 1,90,ERD187,ERP,-23.492177,-46.634181
Sao Paulo Norte 1,90,ERP112C,ERP,-23.5357,-46.63963
Sao Paulo Norte 1,90,ERP002,ERP,-23.52376485,-46.61219366
Sao Paulo Norte 1,90,ERD154,ERP,-23.5186514,-46.6527736
Sao Paulo Norte 1,90,ERPD00087,ERP,-23.50819,-46.62639
Sao Paulo Norte 1,90,ERD188,ERP,-23.504012,-46.639474
Sao Paulo Norte 1,90,ERD160,ERP,-23.496504,-46.63654
Sao Paulo Norte 1,90,ERPD00167,ERP,-23.5033231,-46.6348434
Sao Paulo Norte 1,90,ERP136,ERP,-23.52912,-46.58023
Sao Paulo Norte 2,91,ERP000007,ERP,-23.511152,-46.714869
Sao Paulo Norte 2,91,ERP010,ERP,-23.512342252209,-46.7281014842451
Sao Paulo Oeste 1,92,ERD024,ERP,-23.5336457762093,-46.6692299309187
Sao Paulo Oeste 1,92,ERD122,ERP,-23.5676799763745,-46.6546140066755
Sao Paulo Oeste 1,92,ERP009,ERP,-23.54106943,-46.72881845
Sao Paulo Oeste 1,92,ERD071,ERP,-23.52317,-46.69315
Sao Paulo Oeste 1,92,ERPD00098,ERP,-23.5369163,-46.6545978
Sao Paulo Oeste 1,92,ERP029,ERP,-23.54974756,-46.66189801
Sao Paulo Oeste 1,92,ERD135,ERP,-23.560974,-46.661301
Sao Paulo Oeste 1,92,ERD026,ERP,-23.529441,-46.676353
Sao Paulo Oeste 1,92,ERD030,ERP,-23.549529,-46.657257
Sao Paulo Oeste 1,92,ERD165,ERP,-23.56349,-46.65607
Sao Paulo Oeste 1,92,ERD044,ERP,-23.554747859138,-46.6811508605858
Sao Paulo Oeste 2,93,ERP013,ERP,-23.6167210855436,-46.7048839254704
Sao Paulo Sul 1,94,ERD060,ERP,-23.581955,-46.6458
Sao Paulo Sul 1,94,ERD056,ERP,-23.586896,-46.635474
Sao Paulo Sul 1,94,ERD119,ERP,-23.597265,-46.67966
Sao Paulo Sul 1,94,ERD134,ERP,-23.59148631,-46.63192868
Sao Paulo Sul 1,94,ERD058,ERP,-23.597215,-46.640959
Sao Paulo Sul 1,94,ERD123,ERP,-23.59457,-46.66954
Sao Paulo Sul 2,95,ERP208,ERP,-23.643629,-46.672945
Sao Paulo Sul 2,95,ERP110,ERP,-23.6828073,-46.6658968
Sao Paulo Sul 3,96,ERP251,ERP,-23.6973058,-46.6720487
